compound_id	compound_name	disease_id	disease_name	rel_type
Q412415	cisplatin	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q181257	prostate cancer	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q18975788	spindle cell sarcoma	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q189588	stomach cancer	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q19000473	subependymal giant cell astrocytoma	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q412415	cisplatin	Q504775	urinary bladder cancer	drug-used-for-treatment_DduftC
Q409672	citalopram	Q7331102	alcohol abuse	drug-used-for-treatment_DduftC
Q409672	citalopram	Q83030	dementia	drug-used-for-treatment_DduftC
Q409672	citalopram	Q18554377	diabetic polyneuropathy	drug-used-for-treatment_DduftC
Q409672	citalopram	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q409672	citalopram	Q18553444	nicotine dependence	drug-used-for-treatment_DduftC
Q409672	citalopram	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q26695607	arterial occlusive disease	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q153356	chlamydia	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q18968110	duodenal ulcer	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q223254	otitis media	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q2085267	pharyngitis	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q118551	clarithromycin	Q186470	tonsillitis	drug-used-for-treatment_DduftC
Q418145	clemastine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q5132472	clidinium	Q917447	inflammatory bowel disease	drug-used-for-treatment_DduftC
Q5132472	clidinium	Q172941	peptic ulcer disease	drug-used-for-treatment_DduftC
Q5134338	clioquinol	Q3905414	Skin infection	drug-used-for-treatment_DduftC
Q5134338	clioquinol	Q17141201	Tinea	drug-used-for-treatment_DduftC
Q5134338	clioquinol	Q5609817	tinea pedis	drug-used-for-treatment_DduftC
Q412164	clobazam	Q5326887	early myoclonic encephalopathy	drug-used-for-treatment_DduftC
Q4224007	clobetasol	Q229256	dermatitis	drug-used-for-treatment_DduftC
Q4224007	clobetasol	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q4224007	clobetasol	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q4224007	clobetasol	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q4224007	clobetasol	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q418611	clofazimine	Q6946984	Mycobacterium avium complex disease	drug-used-for-treatment_DduftC
Q418611	clofazimine	Q4944687	borderline leprosy	drug-used-for-treatment_DduftC
Q418611	clofazimine	Q6527832	lepromatous leprosy	drug-used-for-treatment_DduftC
Q418611	clofazimine	Q36956	leprosy	drug-used-for-treatment_DduftC
Q418611	clofazimine	Q1526459	pyoderma gangrenosum	drug-used-for-treatment_DduftC
Q2701912	clofibrate	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q2701912	clofibrate	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q2701912	clofibrate	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
Q58713	clomipramine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q58713	clomipramine	Q178190	obsessive-compulsive disorder	drug-used-for-treatment_DduftC
Q58713	clomipramine	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q17147280	Myoclonic epilepsy	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q2894827	childhood absence epilepsy	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q5326887	early myoclonic encephalopathy	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q741713	panic disorder	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q916280	restless legs syndrome	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q407988	clonazepam	Q18555190	transient tic disorder	drug-used-for-treatment_DduftC
Q412221	clonidine	Q191779	Gilles de la Tourette syndrome	drug-used-for-treatment_DduftC
Q412221	clonidine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q412221	clonidine	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q412221	clonidine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q412221	clonidine	Q1128440	toxic shock syndrome	drug-used-for-treatment_DduftC
Q27292429	clonidine hydrochloride	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q27292429	clonidine hydrochloride	Q41861	hypertension	drug-used-for-treatment_DduftC
Q27292429	clonidine hydrochloride	Q18555117	opiate dependence	drug-used-for-treatment_DduftC
Q27292429	clonidine hydrochloride	Q1328833	oppositional defiant disorder	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q35869	asthma	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q1576205	carotid artery occlusion	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q939364	congenital heart disease	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q12152	myocardial infarction	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q410237	clopidogrel	Q593958	transient cerebral ischemia	drug-used-for-treatment_DduftC
Q418850	clorazepic acid	Q544006	anxiety disorder	drug-used-for-treatment_DduftC
Q418850	clorazepic acid	Q7140388	focal epilepsy	drug-used-for-treatment_DduftC
Q413546	clotrimazole	Q26985509	cutaneous candidiasis	drug-used-for-treatment_DduftC
Q413546	clotrimazole	Q18553212	cutaneous mycosis	drug-used-for-treatment_DduftC
Q413546	clotrimazole	Q464067	fungal infectious disease	drug-used-for-treatment_DduftC
Q413546	clotrimazole	Q3327495	oral candidiasis	drug-used-for-treatment_DduftC
Q413546	clotrimazole	Q977090	vulvovaginal candidiasis	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q708176	arthropathy	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q3776920	bacterial pneumonia	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q876887	cellulitis	drug-used-for-treatment_DduftC
Q422219	cloxacillin	Q938983	osteomyelitis	drug-used-for-treatment_DduftC
Q221361	clozapine	Q131755	bipolar disorder	drug-used-for-treatment_DduftC
Q221361	clozapine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q221361	clozapine	Q2157462	schizophreniform disorder	drug-used-for-treatment_DduftC
Q416427	cromolyn	Q35869	asthma	drug-used-for-treatment_DduftC
Q416427	cromolyn	Q769815	food allergy	drug-used-for-treatment_DduftC
Q416427	cromolyn	Q917447	inflammatory bowel disease	drug-used-for-treatment_DduftC
Q416427	cromolyn	Q112670	mastocytosis	drug-used-for-treatment_DduftC
Q5119441	cyclacillin	Q4366062	Pneumococcal infection	drug-used-for-treatment_DduftC
Q5119441	cyclacillin	Q34879	Staphylococcal infection	drug-used-for-treatment_DduftC
Q5119441	cyclacillin	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q5198674	cyclobenzaprine	Q47790	tetanus	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1016605	Burkitt lymphoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18555397	Ewing sarcoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q4118092	Macroglobulinemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1161568	Wegener's granulomatosis	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q264118	acute myeloid leukemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q28814	autoimmune hemolytic anemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q638729	autoimmune thrombocytopenic purpura	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1088156	chronic lymphocytic leukemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q729735	chronic myeloid leukemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18555222	endometrial carcinoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q52844	enthesopathy	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18556413	familial retinoblastoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q2089854	hemosiderosis	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18556020	lung benign neoplasm	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1621830	lupus nephritis	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q6708277	lymphoid leukemia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q18557998	lymphosarcoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q467635	multiple myeloma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q8277	multiple sclerosis	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q8285	myasthenia gravis	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1891209	mycosis fungoides	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q172341	ovarian cancer	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q751631	pure red-cell aplasia	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1898141	rhabdomyosarcoma	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q1485	systemic lupus erythematosus	drug-used-for-treatment_DduftC
Q408524	cyclophosphamide	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q418508	cycloserine	Q861645	Gaucher's disease	drug-used-for-treatment_DduftC
Q418508	cycloserine	Q12204	tuberculosis	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q614750	bronchiolitis obliterans	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q1435223	focal segmental glomerulosclerosis	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q8084905	hypersensitivity reaction type II disease	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q8285	myasthenia gravis	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q4676432	pustulosis of palm and sole	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q187255	rheumatoid arthritis	drug-used-for-treatment_DduftC
Q367700	cyclosporine	Q1485	systemic lupus erythematosus	drug-used-for-treatment_DduftC
Q5199066	cyclothiazide	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q5199066	cyclothiazide	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q5199066	cyclothiazide	Q41861	hypertension	drug-used-for-treatment_DduftC
Q5199066	cyclothiazide	Q504790	nephrotic syndrome	drug-used-for-treatment_DduftC
Q417884	cyproheptadine	Q2165266	Nelson syndrome	drug-used-for-treatment_DduftC
Q417884	cyproheptadine	Q883863	blepharospasm	drug-used-for-treatment_DduftC
Q417884	cyproheptadine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q417884	cyproheptadine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q617563	cysteamine	Q1149042	cystinosis	drug-used-for-treatment_DduftC
Q180983	cytarabine	Q29496	leukemia	drug-used-for-treatment_DduftC
Q180983	cytarabine	Q208414	lymphoma	drug-used-for-treatment_DduftC
Q180983	cytarabine	Q369157	meningioma	drug-used-for-treatment_DduftC
Q3011604	dabrafenib	Q18558032	skin melanoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q18557991	Hodgkin's lymphoma, mixed cellularity	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q6807316	Medullary carcinoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q1362453	fibrosarcoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q180614	melanoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q18554909	pancreatic endocrine carcinoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q1898141	rhabdomyosarcoma	drug-used-for-treatment_DduftC
Q416975	dacarbazine	Q18975788	spindle cell sarcoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q18555397	Ewing sarcoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q725345	Kaposi's sarcoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q1076481	choriocarcinoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q18553680	connective tissue benign neoplasm	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q18556413	familial retinoblastoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q180614	melanoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q938205	neuroblastoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q1898141	rhabdomyosarcoma	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q324464	testicular cancer	drug-used-for-treatment_DduftC
Q186127	dactinomycin	Q1209744	uterine cancer	drug-used-for-treatment_DduftC
Q419652	danazol	Q486485	Anasarca	drug-used-for-treatment_DduftC
Q419652	danazol	Q205764	endometriosis	drug-used-for-treatment_DduftC
Q419652	danazol	Q2012569	endometriosis of uterus	drug-used-for-treatment_DduftC
Q419652	danazol	Q18557091	microglandular adenosis	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q1209150	cerebral infarction	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q1585081	malignant hyperthermia	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q8277	multiple sclerosis	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q1424956	neuroleptic malignant syndrome	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q18553982	spastic monoplegia	drug-used-for-treatment_DduftC
Q421274	dantrolene	Q3985306	spastic quadriplegia	drug-used-for-treatment_DduftC
Q422226	dapsone	Q1151507	dermatitis herpetiformis	drug-used-for-treatment_DduftC
Q422226	dapsone	Q6527832	lepromatous leprosy	drug-used-for-treatment_DduftC
Q422226	dapsone	Q36956	leprosy	drug-used-for-treatment_DduftC
Q422226	dapsone	Q187656	relapsing polychondritis	drug-used-for-treatment_DduftC
Q411659	daunorubicin	Q264118	acute myeloid leukemia	drug-used-for-treatment_DduftC
Q411659	daunorubicin	Q6708277	lymphoid leukemia	drug-used-for-treatment_DduftC
Q27262517	daunorubicin citrate	Q725345	Kaposi's sarcoma	drug-used-for-treatment_DduftC
Q419618	deferoxamine	Q4941552	bone disease	drug-used-for-treatment_DduftC
Q419618	deferoxamine	Q18553785	corneal disease	drug-used-for-treatment_DduftC
Q419618	deferoxamine	Q3144934	hemochromatosis	drug-used-for-treatment_DduftC
Q370244	delavirdine	Q12199	acquired immunodeficiency syndrome	drug-used-for-treatment_DduftC
Q370244	delavirdine	Q18556697	human immunodeficiency virus infectious disease	drug-used-for-treatment_DduftC
Q5255128	demecarium bromide	Q159701	glaucoma	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q19597369	Gram-negative bacterial infection	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q79928	acne	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q221668	acute cystitis	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q101896	gonorrhea	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q959457	inappropriate ADH syndrome	drug-used-for-treatment_DduftC
Q2736402	demeclocycline	Q134859	pertussis	drug-used-for-treatment_DduftC
Q402633	deprenyl	Q11085	Parkinson's disease	drug-used-for-treatment_DduftC
Q402633	deprenyl	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q402633	deprenyl	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q402633	deprenyl	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q5263885	deserpidine	Q41861	hypertension	drug-used-for-treatment_DduftC
Q5263885	deserpidine	Q41112	schizophrenia	drug-used-for-treatment_DduftC
Q423288	desipramine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q423288	desipramine	Q19000444	neurotic disorder	drug-used-for-treatment_DduftC
Q423288	desipramine	Q7632070	substance-related disorder	drug-used-for-treatment_DduftC
Q5264583	deslanoside	Q815819	atrial fibrillation	drug-used-for-treatment_DduftC
Q5264583	deslanoside	Q19000661	congestive heart failure	drug-used-for-treatment_DduftC
Q418060	desloratadine	Q187440	urticaria	drug-used-for-treatment_DduftC
Q415304	desogestrel	Q79928	acne	drug-used-for-treatment_DduftC
Q415304	desogestrel	Q205764	endometriosis	drug-used-for-treatment_DduftC
Q415304	desogestrel	Q2012569	endometriosis of uterus	drug-used-for-treatment_DduftC
Q904011	desonide	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q904011	desonide	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q904011	desonide	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q904011	desonide	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q385370	desoximetasone	Q18555301	facial dermatosis	drug-used-for-treatment_DduftC
Q385370	desoximetasone	Q18555313	hand dermatosis	drug-used-for-treatment_DduftC
Q385370	desoximetasone	Q18555307	leg dermatosis	drug-used-for-treatment_DduftC
Q385370	desoximetasone	Q18555302	scalp dermatosis	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q8282	Addison's disease	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q1472	Crohn's disease	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q979168	brain edema	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q12078	cancer	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q1963588	hematopoietic system disease	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q5958765	hypersensitivity	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q8084905	hypersensitivity reaction type II disease	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q1128440	toxic shock syndrome	drug-used-for-treatment_DduftC
Q422252	dexamethasone	Q42982	type I hypersensitivity	drug-used-for-treatment_DduftC
Q5268318	dexbrompheniramine	Q183344	sinusitis	drug-used-for-treatment_DduftC
Q1207210	dexmethylphenidate	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q524995	dexrazoxane	Q128581	breast cancer	drug-used-for-treatment_DduftC
Q1706418	dextroamphetamine	Q181923	attention deficit hyperactivity disorder	drug-used-for-treatment_DduftC
Q1706418	dextroamphetamine	Q189561	narcolepsy	drug-used-for-treatment_DduftC
Q5268499	dextrothyroxine	Q184559	arteriosclerosis	drug-used-for-treatment_DduftC
Q5268499	dextrothyroxine	Q844935	coronary artery disease	drug-used-for-treatment_DduftC
Q5268499	dextrothyroxine	Q18554145	familial hyperlipidemia	drug-used-for-treatment_DduftC
